Código da matéria;Nome da completo matéria;Campus;Horários;Docente teoria;Docente pratica;Arquivo_Origem
DA1BCL0306-15SA;BIODIVERSIDADE: INTERAÇÕES ENTRE ORGANISMOS E AMBIENTE;SA;"Teoria: terça das 08:00 às 10:00, quinzenal I; quinta das 10:00 às 12:00, semanal";CARLOS SUETOSHI MIYAZAWA;-;Resultados da classificação.pdf
DA2BCL0306-15SA;BIODIVERSIDADE: INTERAÇÕES ENTRE ORGANISMOS E AMBIENTE;SA;"Teoria: terça das 08:00 às 10:00, quinzenal I; quinta das 10:00 às 12:00, semanal";GUSTAVO MUNIZ DIAS;-;Resultados da classificação.pdf
DA3BCL0306-15SA;BIODIVERSIDADE: INTERAÇÕES ENTRE ORGANISMOS E AMBIENTE;SA;"Teoria: terça das 08:00 às 10:00, quinzenal I; quinta das 10:00 às 12:00, semanal";MARCIO DE SOUZA WERNECK;-;Resultados da classificação.pdf
DB1BCL0306-15SA;BIODIVERSIDADE: INTERAÇÕES ENTRE ORGANISMOS E AMBIENTE;SA;"Teoria: terça das 10:00 às 12:00, quinzenal I; quinta das 08:00 às 10:00, semanal";CARLOS SUETOSHI MIYAZAWA;-;Resultados da classificação.pdf
DB2BCL0306-15SA;BIODIVERSIDADE: INTERAÇÕES ENTRE ORGANISMOS E AMBIENTE;SA;"Teoria: terça das 10:00 às 12:00, quinzenal I; quinta das 08:00 às 10:00, semanal";GUSTAVO MUNIZ DIAS;-;Resultados da classificação.pdf
DB3BCL0306-15SA;BIODIVERSIDADE: INTERAÇÕES ENTRE ORGANISMOS E AMBIENTE;SA;"Teoria: terça das 10:00 às 12:00, quinzenal I; quinta das 08:00 às 10:00, semanal";ANSELMO NOGUEIRA;-;Resultados da classificação.pdf
DB4BCL0306-15SA;BIODIVERSIDADE: INTERAÇÕES ENTRE ORGANISMOS E AMBIENTE;SA;"Teoria: terça das 10:00 às 12:00, quinzenal I; quinta das 08:00 às 10:00, semanal";MARCIO DE SOUZA WERNECK;-;Resultados da classificação.pdf
DA1NHZ1003-15SA;BIOFÍSICA;SA;"Teoria: terça das 14:00 às 16:00, semanal; quinta das 16:00 às 18:00, semanal";WANIUS JOSE GARCIA DA SILVA;-;Resultados da classificação.pdf
DA1NHT1053-15SA;BIOLOGIA CELULAR;SA;"Teoria: sexta das 08:00 às 10:00, semanal; terça das 08:00 às 10:00, semanal | Prática: terça das 10:00 às 12:00, semanal";ARNALDO RODRIGUES DOS SANTOS JUNIOR;ARNALDO RODRIGUES DOS SANTOS JUNIOR;Resultados da classificação.pdf
DA2NHT1053-15SA;BIOLOGIA CELULAR;SA;"Teoria: sexta das 08:00 às 10:00, semanal; terça das 08:00 às 10:00, semanal | Prática: terça das 10:00 às 12:00, semanal";ARNALDO RODRIGUES DOS SANTOS JUNIOR;LUIZ ROBERTO NUNES;Resultados da classificação.pdf
DA1NHBT001-23SA;BIOLOGIA SINTÉTICA;SA;Teoria: quinta das 10:00 às 12:00, semanal | Prática: terça das 08:00 às 10:00, semanal;MILCA RACHEL DA COSTA RIBEIRO LINS;MILCA RACHEL DA COSTA RIBEIRO LINS;Resultados da classificação.pdf
DA1ESTU023-17SA;BIOMAS BRASILEIROS;SA;"Teoria: sexta das 10:00 às 12:00, semanal; sábado das 10:00 às 12:00, quinzenal II";LEANDRO REVERBERI TAMBOSI;MERCIA REGINA DOMINGUES;Resultados da classificação.pdf
DA1ESZM032-17SA;BIOMATERIAIS;SA;"Teoria: segunda das 17:00 às 19:00, semanal; quarta das 17:00 às 19:00, quinzenal I | Prática: quarta das 17:00 às 19:00, quinzenal II";CHRISTIANE RIBEIRO;CHRISTIANE RIBEIRO;Resultados da classificação.pdf
DA1BCL0308-15SA;BIOQUÍMICA: ESTRUTURA, PROPRIEDADES E FUNÇÕES DE BIOMOLÉCULAS;SA;"Teoria: segunda das 10:00 às 12:00, quinzenal I; sexta das 10:00 às 12:00, semanal | Prática: quarta das 08:00 às 10:00, semanal";ANA PAULA DE MATTOS AREAS DAU;ANA CAROLINA SANTOS DE SOUZA GALVAO;Resultados da classificação.pdf
DA2BCL0308-15SA;BIOQUÍMICA: ESTRUTURA, PROPRIEDADES E FUNÇÕES DE BIOMOLÉCULAS;SA;"Teoria: segunda das 10:00 às 12:00, quinzenal I; sexta das 10:00 às 12:00, semanal | Prática: quarta das 08:00 às 10:00, semanal";ANA PAULA DE MATTOS AREAS DAU;ANA PAULA DE MATTOS AREAS DAU;Resultados da classificação.pdf
DA3BCL0308-15SA;BIOQUÍMICA: ESTRUTURA, PROPRIEDADES E FUNÇÕES DE BIOMOLÉCULAS;SA;"Teoria: segunda das 10:00 às 12:00, quinzenal I; sexta das 10:00 às 12:00, semanal | Prática: quarta das 08:00 às 10:00, semanal";ANA PAULA DE MATTOS AREAS DAU;ALVARO TAKEO OMORI;Resultados da classificação.pdf
DA4BCL0308-15SA;BIOQUÍMICA: ESTRUTURA, PROPRIEDADES E FUNÇÕES DE BIOMOLÉCULAS;SA;"Teoria: segunda das 10:00 às 12:00, quinzenal I; sexta das 10:00 às 12:00, semanal | Prática: quarta das 08:00 às 10:00, semanal";ELOAH RABELLO SUAREZ;ALEXANDRE ZATKOVSKIS CARVALHO;Resultados da classificação.pdf
DA5BCL0308-15SA;BIOQUÍMICA: ESTRUTURA, PROPRIEDADES E FUNÇÕES DE BIOMOLÉCULAS;SA;"Teoria: sexta das 10:00 às 12:00, semanal; segunda das 10:00 às 12:00, quinzenal I | Prática: quarta das 08:00 às 10:00, semanal";ELOAH RABELLO SUAREZ;VANI XAVIER DE OLIVEIRA JUNIOR;Resultados da classificação.pdf
DA6BCL0308-15SA;BIOQUÍMICA: ESTRUTURA, PROPRIEDADES E FUNÇÕES DE BIOMOLÉCULAS;SA;"Teoria: segunda das 10:00 às 12:00, quinzenal I; sexta das 10:00 às 12:00, semanal | Prática: quarta das 08:00 às 10:00, semanal";ELOAH RABELLO SUAREZ;LIVIA SENO FERREIRA CAMARGO;Resultados da classificação.pdf
DB1BCL0308-15SA;BIOQUÍMICA: ESTRUTURA, PROPRIEDADES E FUNÇÕES DE BIOMOLÉCULAS;SA;"Teoria: segunda das 08:00 às 10:00, quinzenal I; sexta das 08:00 às 10:00, semanal | Prática: quarta das 10:00 às 12:00, semanal";ANA PAULA DE MATTOS AREAS DAU;ANA CAROLINA SANTOS DE SOUZA GALVAO;Resultados da classificação.pdf
DB3BCL0308-15SA;BIOQUÍMICA: ESTRUTURA, PROPRIEDADES E FUNÇÕES DE BIOMOLÉCULAS;SA;"Teoria: segunda das 08:00 às 10:00, quinzenal I; sexta das 08:00 às 10:00, semanal | Prática: quarta das 10:00 às 12:00, semanal";ANA PAULA DE MATTOS AREAS DAU;ARTUR FRANZ KEPPLER;Resultados da classificação.pdf
DB4BCL0308-15SA;BIOQUÍMICA: ESTRUTURA, PROPRIEDADES E FUNÇÕES DE BIOMOLÉCULAS;SA;"Teoria: segunda das 08:00 às 10:00, quinzenal I; sexta das 08:00 às 10:00, semanal | Prática: quarta das 10:00 às 12:00, semanal";PAULO DE AVILA JUNIOR;PAULO DE AVILA JUNIOR;Resultados da classificação.pdf
DB6BCL0308-15SA;BIOQUÍMICA: ESTRUTURA, PROPRIEDADES E FUNÇÕES DE BIOMOLÉCULAS;SA;"Teoria: segunda das 08:00 às 10:00, quinzenal I; sexta das 08:00 às 10:00, semanal | Prática: quarta das 10:00 às 12:00, semanal";PAULO DE AVILA JUNIOR;LIVIA SENO FERREIRA CAMARGO;Resultados da classificação.pdf
DC1BCL0308-15SA;BIOQUÍMICA: ESTRUTURA, PROPRIEDADES E FUNÇÕES DE BIOMOLÉCULAS;SA;"Teoria: segunda das 10:00 às 12:00, quinzenal I; quarta das 08:00 às 10:00, semanal | Prática: sexta das 10:00 às 12:00, semanal";TIAGO RODRIGUES;ANA CAROLINA SANTOS DE SOUZA GALVAO;Resultados da classificação.pdf
DC2BCL0308-15SA;BIOQUÍMICA: ESTRUTURA, PROPRIEDADES E FUNÇÕES DE BIOMOLÉCULAS;SA;"Teoria: segunda das 10:00 às 12:00, quinzenal I; quarta das 08:00 às 10:00, semanal | Prática: sexta das 10:00 às 12:00, semanal";TIAGO RODRIGUES;ALEXANDRE ZATKOVSKIS CARVALHO;Resultados da classificação.pdf
DA1NHZ6015-18SA;BIOTECNOLOGIA AMBIENTAL E AGROINDUSTRIAL;SA;Teoria: quinta das 14:00 às 16:00, semanal | Prática: quinta das 16:00 às 18:00, semanal;JOANA MONTEZANO MARQUES;JOANA MONTEZANO MARQUES;Resultados da classificação.pdf
DA1NHZ6011-18SA;BIOTECNOLOGIA HUMANA;SA;Teoria: terça das 10:00 às 12:00, semanal | Prática: terça das 08:00 às 10:00, semanal;ANA CLAUDIA OLIVEIRA CARREIRA NISHIYAMA;ANA CLAUDIA OLIVEIRA CARREIRA NISHIYAMA;Resultados da classificação.pdf
DA1ESTM014-17SA;CARACTERIZAÇÃO DE MATERIAIS;SA;"Teoria: terça das 08:00 às 10:00, semanal; quinta das 10:00 às 12:00, quinzenal I | Prática: quinta das 10:00 às 12:00, quinzenal II";MARCIA TSUYAMA ESCOTE;MARCIA TSUYAMA ESCOTE;Resultados da classificação.pdf
DA1ESTU026-17SA;CARACTERIZAÇÃO DE MATRIZES AMBIENTAIS;SA;Prática: terça das 10:00 às 13:00, semanal;MERCIA REGINA DOMINGUES;MERCIA REGINA DOMINGUES;Resultados da classificação.pdf
DA1ESAU010-23SA;CARTOGRAFIA E GEOPROCESSAMENTO;SA;Prática: quinta das 08:00 às 12:00, semanal;VICTOR FERNANDEZ NASCIMENTO;VICTOR FERNANDEZ NASCIMENTO;Resultados da classificação.pdf
DA1MCTA006-17SA;CIRCUITOS DIGITAIS;SA;"Teoria: segunda das 08:00 às 10:00, semanal; quarta das 10:00 às 12:00, quinzenal II | Prática: quarta das 10:00 às 12:00, quinzenal I";HUGO PUERTAS DE ARAUJO;HUGO PUERTAS DE ARAUJO;Resultados da classificação.pdf
DA2MCTA006-17SA;CIRCUITOS DIGITAIS;SA;"Teoria: segunda das 08:00 às 10:00, semanal; quarta das 10:00 às 12:00, quinzenal II | Prática: quarta das 08:00 às 10:00, quinzenal I";HUGO PUERTAS DE ARAUJO;HUGO PUERTAS DE ARAUJO;Resultados da classificação.pdf
DA1ESTO001-17SA;CIRCUITOS ELÉTRICOS E FOTÔNICA;SA;"Teoria: terça das 08:00 às 10:00, quinzenal I; quinta das 10:00 às 12:00, semanal | Prática: terça das 08:00 às 10:00, quinzenal II";JOSE ENRIQUE EIREZ IZQUIERDO;JOSE ENRIQUE EIREZ IZQUIERDO;Resultados da classificação.pdf
DA1ESTA002-17SA;CIRCUITOS ELÉTRICOS I;SA;"Teoria: sexta das 10:00 às 13:00, semanal; quarta das 08:00 às 10:00, quinzenal I | Prática: quarta das 08:00 às 10:00, quinzenal II";CARLOS EDUARDO CAPOVILLA;CARLOS EDUARDO CAPOVILLA;Resultados da classificação.pdf
DB1ESTA002-17SA;CIRCUITOS ELÉTRICOS I;SA;"Teoria: terça das 08:00 às 10:00, quinzenal I; quinta das 10:00 às 13:00, semanal | Prática: terça das 08:00 às 10:00, quinzenal II";CAROLINE PIRES ALAVEZ MORAES;CAROLINE PIRES ALAVEZ MORAES;Resultados da classificação.pdf
DA1ESTA004-17SA;CIRCUITOS ELÉTRICOS II;SA;"Teoria: quinta das 08:00 às 10:00, semanal; segunda das 10:00 às 13:00, quinzenal I | Prática: segunda das 10:00 às 13:00, quinzenal II";FABIANA APARECIDA DE TOLEDO SILVA;FABIANA APARECIDA DE TOLEDO SILVA;Resultados da classificação.pdf
DA1ESTM004-17SA;CIÊNCIA DOS MATERIAIS;SA;"Teoria: segunda das 10:00 às 12:00, semanal; quinta das 08:00 às 10:00, semanal";ERIKA FERNANDA PRADOS;-;Resultados da classificação.pdf
DA1BIR0603-15SA;CIÊNCIA, TECNOLOGIA E SOCIEDADE;SA;"Teoria: segunda das 08:00 às 10:00, semanal; quarta das 10:00 às 12:00, quinzenal II";ANDREA PAULA DOS SANTOS OLIVEIRA KAMENSKY;-;Resultados da classificação.pdf
DB1BIR0603-15SA;CIÊNCIA, TECNOLOGIA E SOCIEDADE;SA;"Teoria: segunda das 10:00 às 12:00, semanal; quarta das 08:00 às 10:00, quinzenal II";ANDREA PAULA DOS SANTOS OLIVEIRA KAMENSKY;-;Resultados da classificação.pdf
DA1ESIF001-23SA;CODIFICAÇÃO DE SINAIS MULTIMÍDIA;SA;Teoria: segunda das 10:00 às 12:00, semanal | Prática: quinta das 08:00 às 10:00, semanal;MARIO MINAMI;MARIO MINAMI;Resultados da classificação.pdf
DA1MCCC007-23SA;COMPUTAÇÃO GRÁFICA;SA;"Prática: quarta das 08:00 às 10:00, semanal; sexta das 10:00 às 12:00, semanal";-;JOAO PAULO GOIS;Resultados da classificação.pdf
DB1MCCC007-23SA;COMPUTAÇÃO GRÁFICA;SA;"Prática: quarta das 10:00 às 12:00, semanal; sexta das 08:00 às 10:00, semanal";-;JOAO PAULO GOIS;Resultados da classificação.pdf
DA1ESTI007-17SA;COMUNICAÇÃO DIGITAL;SA;"Teoria: quarta das 08:00 às 10:00, quinzenal II; sexta das 10:00 às 12:00, semanal | Prática: quarta das 08:00 às 10:00, quinzenal I";IVAN ROBERTO SANTANA CASELLA;IVAN ROBERTO SANTANA CASELLA;Resultados da classificação.pdf
DA1BCM0506-15SA;COMUNICAÇÃO E REDES;SA;"Teoria: segunda das 14:00 às 16:00, semanal; quarta das 16:00 às 18:00, quinzenal I";JESUS PASCUAL MENA CHALCO;-;Resultados da classificação.pdf
DA1LLE0001-25SA;CURRÍCULO, CONHECIMENTO E CULTURAS NAS/PARA AS INFÂNCIAS;SA;"Teoria: segunda das 08:00 às 10:00, semanal; quarta das 10:00 às 12:00, semanal";ELISA VIEIRA;-;Resultados da classificação.pdf
DA1MCTB008-17SA;CÁLCULO DE PROBABILIDADE;SA;"Teoria: terça das 08:00 às 10:00, semanal; quinta das 10:00 às 12:00, semanal";ROBERTO VENEGEROLES NASCIMENTO;-;Resultados da classificação.pdf
DA1MCTB009-17SA;CÁLCULO NUMÉRICO;SA;"Teoria: quinta das 10:00 às 12:00, semanal; terça das 08:00 às 10:00, semanal";JULIANA MILITAO DA SILVA BERBERT;-;Resultados da classificação.pdf
DA1ESZU025-17SA;EDUCAÇÃO AMBIENTAL;SA;"Teoria: quarta das 08:00 às 10:00, semanal; sexta das 10:00 às 12:00, semanal";PATRICIA DA SILVA SESSA;PATRICIA DA SILVA SESSA;Resultados da classificação.pdf
DA1NHT5004-15SA;EDUCAÇÃO CIENTÍFICA, SOCIEDADE E CULTURA;SA;"Teoria: terça das 08:00 às 10:00, semanal; quinta das 10:00 às 12:00, semanal";SILVIA CRISTINA DOTTA;-;Resultados da classificação.pdf
DA1NHBQ002-22SA;ELETROANALÍTICA E INSTRUMENTAÇÃO EM QUÍMICA;SA;"Teoria: terça das 08:00 às 10:00, semanal | Prática: quinta das 08:00 às 10:00, semanal; quinta das 10:00 às 12:00, quinzenal I";REGIANI MARIA LEOPOLDINA MARTINS SANDRINI;REGIANI MARIA LEOPOLDINA MARTINS SANDRINI;Resultados da classificação.pdf
DA1ESTA018-17SA;ELETROMAGNETISMO APLICADO;SA;"Teoria: segunda das 16:00 às 18:00, semanal; quarta das 14:00 às 16:00, semanal";AGNALDO APARECIDO FRESCHI, FULVIO ANDRES CALLEGARI;-;Resultados da classificação.pdf
DA1NHT3071-15SA;ELETROMAGNETISMO II;SA;"Teoria: terça das 10:00 às 12:00, semanal; sexta das 08:00 às 10:00, semanal";THIAGO BRANQUINHO DE QUEIROZ;-;Resultados da classificação.pdf
DA1ESTI002-17SA;ELETRÔNICA DIGITAL;SA;"Teoria: segunda das 08:00 às 10:00, semanal; terça das 10:00 às 12:00, semanal | Prática: sexta das 08:00 às 10:00, semanal";RODRIGO REINA MUNOZ;RODRIGO REINA MUNOZ;Resultados da classificação.pdf
DA1NHZ6012-18SA;EMPREENDEDORISMO E PLANEJAMENTO DE PROJETOS EM BIOTECNOLOGIA;SA;"Teoria: sexta das 08:00 às 10:00, semanal; terça das 10:00 às 12:00, semanal";MONICA HELENA MONTEIRO DO NASCIMENTO;-;Resultados da classificação.pdf
DA1ESTE034-17SA;ENGENHARIA DE BIOCOMBUSTÍVEIS;SA;"Teoria: quinta das 10:00 às 12:00, semanal; terça das 08:00 às 10:00, semanal";ANA MARIA PEREIRA NETO;-;Resultados da classificação.pdf
DA1ESZM029-17SA;ENGENHARIA DE FILMES FINOS;SA;"Teoria: segunda das 10:00 às 12:00, semanal; quinta das 08:00 às 10:00, quinzenal II | Prática: quinta das 08:00 às 10:00, quinzenal I";MARCIA TSUYAMA ESCOTE;MARCIA TSUYAMA ESCOTE;Resultados da classificação.pdf
DA1ESTE030-17SA;ENGENHARIA DE PETRÓLEO E GÁS;SA;"Teoria: segunda das 10:00 às 12:00, semanal; quinta das 08:00 às 10:00, semanal";SERGIO BROCHSZTAIN;-;Resultados da classificação.pdf
DA1ESZE094-17SA;ENGENHARIA DO ETANOL;SA;"Teoria: segunda das 17:00 às 19:00, semanal; quarta das 17:00 às 19:00, semanal";JULIANA MARTIN DO PRADO;-;Resultados da classificação.pdf
DA1ESTO013-17SA;ENGENHARIA ECONÔMICA;SA;"Teoria: quinta das 08:00 às 10:00, semanal; segunda das 10:00 às 12:00, semanal";THADEU ALFREDO FARIAS SILVA;-;Resultados da classificação.pdf
DB1ESTO013-17SA;ENGENHARIA ECONÔMICA;SA;"Teoria: segunda das 08:00 às 10:00, semanal; quarta das 10:00 às 12:00, semanal";EVANDIR MEGLIORINI;-;Resultados da classificação.pdf
DC1ESTO013-17SA;ENGENHARIA ECONÔMICA;SA;"Teoria: terça das 08:00 às 10:00, semanal; quinta das 10:00 às 12:00, semanal";JORGE TOMIOKA;-;Resultados da classificação.pdf
DA1ESTE033-17SA;ENGENHARIA SOLAR FOTOVOLTAICA;SA;"Teoria: segunda das 08:00 às 10:00, semanal; quarta das 10:00 às 12:00, semanal";RICARDO DA SILVA BENEDITO;-;Resultados da classificação.pdf
DA1ESZA018-17SA;ENGENHARIA ÓPTICA E IMAGENS;SA;"Teoria: quarta das 16:00 às 18:00, quinzenal I; segunda das 14:00 às 16:00, semanal | Prática: quarta das 16:00 às 18:00, quinzenal II";AGNALDO APARECIDO FRESCHI, FULVIO ANDRES CALLEGARI;AGNALDO APARECIDO FRESCHI, FULVIO ANDRES CALLEGARI;Resultados da classificação.pdf
DA1MCTB011-17SA;EQUAÇÕES DIFERENCIAIS ORDINÁRIAS;SA;"Teoria: segunda das 08:00 às 10:00, semanal; quarta das 10:00 às 12:00, semanal";RAFAEL RIBEIRO DIAS VILELA DE OLIVEIRA;-;Resultados da classificação.pdf
DA1BIK0102-15SA;ESTRUTURA DA MATÉRIA;SA;"Teoria: terça das 14:00 às 16:00, semanal; sexta das 16:00 às 18:00, quinzenal I";LEONARDO JOSE DUARTE;-;Resultados da classificação.pdf
DA1BIQ0602-15SA;ESTRUTURA E DINÂMICA SOCIAL;SA;"Teoria: segunda das 08:00 às 10:00, semanal; quarta das 10:00 às 12:00, quinzenal II";YARLENIS ILEINIS MESTRE MALFRAN;-;Resultados da classificação.pdf
DB1BIQ0602-15SA;ESTRUTURA E DINÂMICA SOCIAL;SA;"Teoria: segunda das 10:00 às 12:00, semanal; quarta das 08:00 às 10:00, quinzenal II";YARLENIS ILEINIS MESTRE MALFRAN;-;Resultados da classificação.pdf
DA1NHT1068-15SA;EVOLUÇÃO E DIVERSIDADE DE PLANTAS II;SA;Teoria: sexta das 10:00 às 12:00, semanal | Prática: terça das 08:00 às 12:00, semanal;MATHEUS FORTES SANTOS;MATHEUS FORTES SANTOS;Resultados da classificação.pdf
DA1BIL0304-15SA;EVOLUÇÃO E DIVERSIFICAÇÃO DA VIDA NA TERRA;SA;"Teoria: terça das 16:00 às 18:00, semanal; sexta das 14:00 às 16:00, quinzenal I";GUILHERME CUNHA RIBEIRO;-;Resultados da classificação.pdf
DA1NHZ1027-15SA;FARMACOLOGIA;SA;"Teoria: quarta das 10:00 às 12:00, semanal; segunda das 08:00 às 12:00, semanal";LARISSA PEREIRA BRUMANO;LARISSA PEREIRA BRUMANO;Resultados da classificação.pdf
DA1ESTO016-17SA;FENÔMENOS DE TRANSPORTE;SA;"Teoria: quarta das 08:00 às 10:00, semanal; sexta das 10:00 às 12:00, semanal";JOAO VICENTE AKWA;-;Resultados da classificação.pdf
DA1BCJ0203-15SA;FENÔMENOS ELETROMAGNÉTICOS;SA;"Teoria: quinta das 14:00 às 16:00, semanal; segunda das 16:00 às 18:00, semanal | Prática: quinta das 16:00 às 18:00, quinzenal I";CARLOS AUGUSTO MERA ACOSTA;CARLOS AUGUSTO MERA ACOSTA;Resultados da classificação.pdf
DA2BCJ0203-15SA;FENÔMENOS ELETROMAGNÉTICOS;SA;"Teoria: quinta das 14:00 às 16:00, semanal; segunda das 16:00 às 18:00, semanal | Prática: quinta das 16:00 às 18:00, quinzenal II";CARLOS AUGUSTO MERA ACOSTA;CARLOS AUGUSTO MERA ACOSTA;Resultados da classificação.pdf
DA3BCJ0203-15SA;FENÔMENOS ELETROMAGNÉTICOS;SA;"Teoria: quinta das 14:00 às 16:00, semanal; segunda das 16:00 às 18:00, semanal | Prática: quinta das 16:00 às 18:00, quinzenal I";CARLOS AUGUSTO MERA ACOSTA;DIEGO EDISON LOPEZ SILVA;Resultados da classificação.pdf
DA10BCJ0204-15SA;FENÔMENOS MECÂNICOS;SA;"Teoria: segunda das 10:00 às 12:00, semanal; quinta das 08:00 às 10:00, semanal | Prática: segunda das 08:00 às 10:00, quinzenal I";JEAN JACQUES BONVENT;JEAN JACQUES BONVENT;Resultados da classificação.pdf
DA11BCJ0204-15SA;FENÔMENOS MECÂNICOS;SA;"Teoria: segunda das 10:00 às 12:00, semanal; quinta das 08:00 às 10:00, semanal | Prática: segunda das 08:00 às 10:00, quinzenal II";JEAN JACQUES BONVENT;JEAN JACQUES BONVENT;Resultados da classificação.pdf
DA12BCJ0204-15SA;FENÔMENOS MECÂNICOS;SA;"Teoria: segunda das 10:00 às 12:00, semanal; quinta das 08:00 às 10:00, semanal | Prática: segunda das 08:00 às 10:00, quinzenal II";JEAN JACQUES BONVENT;CELIO ADREGA DE MOURA JUNIOR;Resultados da classificação.pdf
DA1BCJ0204-15SA;FENÔMENOS MECÂNICOS;SA;"Teoria: segunda das 10:00 às 12:00, semanal; quinta das 08:00 às 10:00, semanal | Prática: segunda das 08:00 às 10:00, quinzenal I";ROBERTO MENEZES SERRA;ROBERTO MENEZES SERRA;Resultados da classificação.pdf
DA2BCJ0204-15SA;FENÔMENOS MECÂNICOS;SA;"Teoria: segunda das 10:00 às 12:00, semanal; quinta das 08:00 às 10:00, semanal | Prática: segunda das 08:00 às 10:00, quinzenal II";ROBERTO MENEZES SERRA;ROBERTO MENEZES SERRA;Resultados da classificação.pdf
DA3BCJ0204-15SA;FENÔMENOS MECÂNICOS;SA;"Teoria: segunda das 10:00 às 12:00, semanal; quinta das 08:00 às 10:00, semanal | Prática: segunda das 08:00 às 10:00, quinzenal I";ROBERTO MENEZES SERRA;MAURO ROGERIO COSENTINO;Resultados da classificação.pdf
DA4BCJ0204-15SA;FENÔMENOS MECÂNICOS;SA;"Teoria: segunda das 10:00 às 12:00, semanal; quinta das 08:00 às 10:00, semanal | Prática: segunda das 08:00 às 10:00, quinzenal II";PEDRO GALLI MERCADANTE;PEDRO GALLI MERCADANTE;Resultados da classificação.pdf
DA5BCJ0204-15SA;FENÔMENOS MECÂNICOS;SA;"Teoria: segunda das 10:00 às 12:00, semanal; quinta das 08:00 às 10:00, semanal | Prática: segunda das 08:00 às 10:00, quinzenal I";PEDRO GALLI MERCADANTE;PEDRO GALLI MERCADANTE;Resultados da classificação.pdf
DA6BCJ0204-15SA;FENÔMENOS MECÂNICOS;SA;"Teoria: segunda das 10:00 às 12:00, semanal; quinta das 08:00 às 10:00, semanal | Prática: segunda das 08:00 às 10:00, quinzenal II";PEDRO GALLI MERCADANTE;MAURO ROGERIO COSENTINO;Resultados da classificação.pdf
DA7BCJ0204-15SA;FENÔMENOS MECÂNICOS;SA;"Teoria: segunda das 10:00 às 12:00, semanal; quinta das 08:00 às 10:00, semanal | Prática: segunda das 08:00 às 10:00, quinzenal I";ADRIANO REINALDO VICOTO BENVENHO;WILFREDO RONDAN HUAMAN;Resultados da classificação.pdf
DA8BCJ0204-15SA;FENÔMENOS MECÂNICOS;SA;"Teoria: quinta das 08:00 às 10:00, semanal; segunda das 10:00 às 12:00, semanal | Prática: segunda das 08:00 às 10:00, quinzenal II";ADRIANO REINALDO VICOTO BENVENHO;WILFREDO RONDAN HUAMAN;Resultados da classificação.pdf
DA9BCJ0204-15SA;FENÔMENOS MECÂNICOS;SA;"Teoria: segunda das 10:00 às 12:00, semanal; quinta das 08:00 às 10:00, semanal | Prática: segunda das 08:00 às 10:00, quinzenal I";ADRIANO REINALDO VICOTO BENVENHO;CELIO ADREGA DE MOURA JUNIOR;Resultados da classificação.pdf
DB1BCJ0204-15SA;FENÔMENOS MECÂNICOS;SA;"Teoria: segunda das 08:00 às 10:00, semanal; quinta das 10:00 às 12:00, semanal | Prática: segunda das 10:00 às 12:00, quinzenal I";FABIO FURLAN FERREIRA;FABIO FURLAN FERREIRA;Resultados da classificação.pdf
DB2BCJ0204-15SA;FENÔMENOS MECÂNICOS;SA;"Teoria: segunda das 08:00 às 10:00, semanal; quinta das 10:00 às 12:00, semanal | Prática: segunda das 10:00 às 12:00, quinzenal II";FABIO FURLAN FERREIRA;FABIO FURLAN FERREIRA;Resultados da classificação.pdf
DB3BCJ0204-15SA;FENÔMENOS MECÂNICOS;SA;"Teoria: segunda das 08:00 às 10:00, semanal; quinta das 10:00 às 12:00, semanal | Prática: segunda das 10:00 às 12:00, quinzenal I";FABIO FURLAN FERREIRA;MAURO ROGERIO COSENTINO;Resultados da classificação.pdf
DB4BCJ0204-15SA;FENÔMENOS MECÂNICOS;SA;"Teoria: segunda das 08:00 às 10:00, semanal; quinta das 10:00 às 12:00, semanal | Prática: segunda das 10:00 às 12:00, quinzenal II";MARCELO AUGUSTO LEIGUI DE OLIVEIRA;MAURO ROGERIO COSENTINO;Resultados da classificação.pdf
DB5BCJ0204-15SA;FENÔMENOS MECÂNICOS;SA;"Teoria: segunda das 08:00 às 10:00, semanal; quinta das 10:00 às 12:00, semanal | Prática: segunda das 10:00 às 12:00, quinzenal I";MARCELO AUGUSTO LEIGUI DE OLIVEIRA;CELIO ADREGA DE MOURA JUNIOR;Resultados da classificação.pdf
DB6BCJ0204-15SA;FENÔMENOS MECÂNICOS;SA;"Teoria: segunda das 08:00 às 10:00, semanal; quinta das 10:00 às 12:00, semanal | Prática: segunda das 10:00 às 12:00, quinzenal II";MARCELO AUGUSTO LEIGUI DE OLIVEIRA;CELIO ADREGA DE MOURA JUNIOR;Resultados da classificação.pdf
DA1NHZ4079-20SA;FILOSOFIA DA QUÍMICA;SA;Teoria: quarta das 10:00 às 12:00, semanal;RAFAEL CAVA MORI;-;Resultados da classificação.pdf
DA1NHT1070-15SA;FISIOLOGIA VEGETAL II;SA;Teoria: segunda das 08:00 às 10:00, semanal | Prática: segunda das 10:00 às 12:00, semanal;HANA PAULA MASUDA;HANA PAULA MASUDA;Resultados da classificação.pdf
DA1MCTD023-18SA;FUNDAMENTOS DE ANÁLISE;SA;"Teoria: segunda das 08:00 às 10:00, semanal; quarta das 10:00 às 12:00, semanal";REGINA HELENA DE OLIVEIRA LINO FRANCHI;REGINA HELENA DE OLIVEIRA LINO FRANCHI;Resultados da classificação.pdf
